LocalityID,GENERATION,FISHGROUP,RegionName,GrossWeightPrDay,MortalityByInputCount,EconomicFCR,InputCount,HarvestSuperiorGrossBiomass_KGRatio,EndWeightGross,TemperatureBackfill3m
24101,SF16,16.00.008,Rogaland,0.005725,0.516956,2.118543,77683.99,0.417415,4.1920335,10.585043
24101,SF16,16.00.001,Rogaland,0.007331,0.262018,1.553411,74799.98,0.633675,4.8633978,11.157507
24101,SF16,16.00.004,Rogaland,0.005961,0.574809,2.595853,77278,0.410889,4.327184,10.571623
24101,SF18,18.01.001,Rogaland,0.008874,0.530031,2.361079,128580.98,0.611653,5.3274222,11.826433
24101,SF18,18.01.002,Rogaland,0.009415,0.52938,1.873304,104264.98,0.617256,5.4736385,11.723674
24101,SF18,18.01.003,Rogaland,0.009627,0.428446,1.635777,129448.98,0.682254,5.6103373,11.774137
24104,SF16,16.00.001,Rogaland,0.006508,0.519769,2.442191,106309.99,0.362534,5.0459194,9.975963
24104,SF16,16.00.002,Rogaland,0.007684,0.452872,1.670114,119114.98,0.542751,5.6172,9.483851
24104,SF16,16.00.004,Rogaland,0.008352,0.420501,1.862504,136815.98,0.590055,5.7416117,9.182737
24104,SF16,16.00.003,Rogaland,0.00825,0.38398,1.686742,138483.97,0.62055,5.5772763,9.199558
24104,SF18,18.01.002,Rogaland,0.009918,0.323259,1.633888,82813.99,0.644032,5.7986134,11.899789
24104,SF18,18.01.004,Rogaland,0.009106,0.440918,1.562076,150775.98,0.699606,5.2305974,11.81881
24104,SF18,18.01.001,Rogaland,0.011318,0.259762,1.411906,76372.99,0.540554,6.2708287,11.813356
24104,SF18,18.01.003,Rogaland,0.008399,0.463131,1.382134,146492.99,0.749379,4.9575993,11.858269
24104,SS20,20.06.001,Rogaland,0.01152,0.221918,1.463498,123379.11,0.908402,6.5010475,10.771025
24104,SS20,20.02.001,Rogaland,0.010081,0.291956,1.600803,127766.98,0.948922,6.1568274,11.066971
24104,SS20,20.0A.002,Rogaland,0.0121,0.214907,1.394617,125195.74,0.923643,7.0758839,11.013578
24104,SS20,20.0A.001,Rogaland,0.011751,0.255792,1.616529,125011.05,0.901689,6.8284622,10.942067
